ShortName	Item_Name	Item_Cost
5024	CRI SONY DFS-500 SWITCHER	450
5025	CRI VIDEO SWITCHER SONY SEG	250
5026	CRI 60a CABLE, BATES 200'	0
5027	CRI 60a CABLE, BATES 150'	0
5028	CRI LIGHT KIT, ARRI	100
5029	CRI Screen (Custom 30')	2000
5030	CRI PDA	75
5033	CRI I COM TELEX IC-1 BELTPACK	15
5034	CRI I COM PH-1 HEADSET	5
5035	CRI DRAPE, COPPER MESH DROP 10x24	300
C4O9	CAMLOK 3 FEEDER SET 4 100'	85
DSR4	VCR DVCAM RECORDER SONY DSR-40	350
5040	CRI HP 4050N B&W LASER PRINTER	125
5041	CRI HP 4550N COLOR LASER PRINTER	250
61	FLAT PANEL DISPLAY 61(16:9) NEC 61MP1  PLASMA	800
LBAC	TRUSS TOMCAT ARTICULATING CORNER BLACK	55
5046	CRI MIC STAND BLACK STRAIGHT BARBELL	1
5047	CRI PRINTER SWITCHER, 1X2	20
5049	CRI 25 Hitachi Flat Panel Wall Mount	0
5050	cri Moving Light Package	2375
WHPM	30a (3) *WHIP-M* (L21-30 MALE/BARE WIRE)	5
AD9	100a (3) *ADAPTER#AD-9* (CAMLOK MALE to PIN&SLV FEM)	10
5057	CRI Epson 8000i	0
5058	CRI Epson 8000i	700
AHF6	HEADPHONES STEREO SONY MDR-V500DJ HEADPHONES	15
5060	CRI FLAT PANEL DISPLAY 18 NEC LCD-1810	100
5061	CRI 8'X8' QUARTER ARC STAGE	0
5062	CRI FLAT 4X4	0
5063	CRI FLAT 4X5	0
5064	CRI FLAT 4X6	0
5065	CRI Hitachi CMP-307 37 Flat Panel	1000
PDX6	PIPE AND DRAPE X BAR SMALL (6')  TDS681	5
PDU9	PIPE AND DRAPE UPRIGHT 9'-16'  TS916	11.5
PDU5	PIPE AND DRAPE UPRIGHT 5.5' X 10.0'  TS610	10
PDU3	PIPE AND DRAPE UPRIGHT 3'-5'  TS35	0
PDBS	PIPE AND DRAPE BASE, STANDARD  B1818	0
PDBH	PIPE AND DRAPE BASE, HEAVY DUTY  B181838	0
PDPS	PIPE AND DRAPE PEG W/MOUNT SCREW  4	0
L2F2	30a (3) L21-30 M/F DISTRO CABLE 25' **FLAT**	37.5
5084	CRI STROBE LIGHT, DIVERSATRONICS 3000	35
HOD2	MOTOR, CHAIN DISTRO CABLE HOD 25'	0
P500	MOTOR, CHAIN 1/4 TON P-500 CM PROSTAR	165
CMC8	MOTOR, CHAIN CONTROL DISTRO, 8-WAY w/TAIL SET	0
CMR8	MOTOR, CHAIN DISTRO REMOTE CONTROL 8-WAY, 10'	0
CMR9	MOTOR, CHAIN REMOTE CABLE, 100' YELLOW	0
CMR5	MOTOR, CHAIN REMOTE CABLE, 50' YELLOW	0
HBQQ	MOTOR, RIGGING HARDWARE BOX QUAD (1/4 TON)	40
LDBH	TRUSS TOMCAT 12 PROSTAR HANGER, BRANAM, BLACK	10
5095	CRI Adam's G4 2x450	0
SOTO	FLAT PANEL MOUNT 61SS-MT 72 HEAVY DUTY FLOOR STAND	75
5103	CRI PATCH 1/8TRSM-RCA M Y	0
5105	CRI RSG REF CD	0
DG51	DATA GIRL 5.1 (EVAN MINI-JOCKEY)	0
S12W	TRUSS CIRCLE SKIN, 12' DIAMETER, WHITE LENO	200
5109	CRI TRUSS TOMCAT 60'-0 OD CIRCLE	2200
5111	CRI IVIE AUDIO CABLE 	0
5112	CRI SPARE ELM22 LAVS	0
TSTK	STEVER'S TOOL KIT	0
5115	CRI SONY HD-FW500 HD PLAYBACK DECK	1500
SC10	SERIAL CABLE-D9M TO D9F 10' AND UNDER	0
5119	CRI MONITOR COMPUTER NEC XP-19 19	110
5120	CRI BAR STOOL 36	12.5
5121	CRI S-VIDEO CABLE 25'	0
S45D	ELLIPSOIDAL ETC SOURCE-4 5¡ DONUT	5
5123	CRI WENGER PLATFORMS 4' WOOD STEP UNIT	15
5124	CRI Powerbook G4	195
5125	CRI CAMERA MINI-TRIPOD, (JON H)	0
5126	CRI PODIUM, 42 (WIDE)	125
5127	CRI AUDIO DA STEREO 1 X 6	95
5128	CRI 1/8 STEREO MINI EXT. CABLE	6
5129	CRI PATCH STEREO MINI 1/8F - 1/4F CABLE	4.5
5130	CRI 12X6K DIMMER RACK DMX	400
5131	CRI 6X6K ETC.	150
5133	CRI Custom NEC 9PIN	75
5134	CRI PROJECTOR LENS	150
LDCF	TRUSS TOMCAT 12 TRUSS 15' O.D. CIRCLE LDT	400
SC25	SERIAL CABLE-D9M TO D9F 25'	0
MCFA	CLAMP MATTHEWS T BAR FIXTURE ADAPTER	0
SDBL	DRAPE BLACK COMMANDO 17'W X16'H (B)	40
SWL7	WENGER LEGS 18 LEGS	0
PA5	PIPE (2) ALUMINUM  5'-0	2.5
RS10	AUDIO MEGAPHONE RS-10 w/MICROPHONE	20
5178	CRI VIDEO EDIT CONTROLLER	0
5181	SALE-RUBBER MATTING	0
LDCB	TRUSS TOMCAT 12 5-WAY CUBE SILVER LDCB	35
5183	CRI PROJECTOR XGA	500
MDPB	TRUSS TOMCAT 20.5 SPIGGOT PIN BOX	0
HARN	RIGGING, HARNESS FULL-BODY w/SURETY Shockwatch	0
LASG	LASER POINTER LARGE D'SAN 530 GREEN DOT LASER (W/AC ADAPTOR)	75
6218	CRI TRUSS TOMCAT 20.5 X 10' SILVER	85
7900	PROJECTOR LCD EPSON 7900P w/MEDIUM LENS 1.8-2.3:1	450
5212	CRI NEC 61MP1	1850
5213	CRI LOUDSPEAKER MACKIE 450	75
FC1Y	FAR CYC ALTMAN THREE CELL YOKE FOR FOCUSING CYC	6
5222	CRI VARI*LITE VL-6C FIXTURE	0
5223	CRI PIPE AND DRAPE UPRIGHT	1.5
5224	CRI SCAFFOLDING PKG, 5'x7' x 14'	225
5226	CRI CAMERA BACK, SONY DSR-1 DV CAM	125
5227	CRI CAMERA ADAPTOR PLATE FOR DSR-1/537	85
AHF5	HEADPHONES STEREO SONY MDR-7506 HEADPHONES	25
5229	CRI 20a (1) L6-20 M/F DISTRO CABLE 25'	0
5230	CRI DMX 5-PIN 75'	0
5231	CRI DMX 5-PIN 150'	0
5232	CRI DMX 5-PIN 125'	0
5233	CRI DMX 5-PIN 200'	0
5234	CRI DMX 5-PIN 250'	0
5235	cri ellipsoidal S-4 Zoom 25-50	0
5236	CRI ELLIPSOIDAL S-4 ZOOM, 15-30	0
5237	CRI PIN ADAPTOR 20a L6-20 FEMALE to PIN MALE	0
5238	CRI PIN ADAPTOR 20a L6-20 MALE to PIN FEMALE	0
5239	CRI 20a L6-20 TWO-FER	0
5243	CRI FASTFOLD REAR SHEET 22' X 34'	1000
5244	CRI FLAT, 22' X 34' SCREEN SURROUND	2000
5240	CRI DMX 5-PIN 175'	0
5245	CRI Projector Barco ELM G10	5000
5246	CRI PROJECTOR BARCO ELM G10	5000
5248	CRI CUSTOM UNI-STRUT FIXTURE HANGER	195
5249	CRI FLAT PANEL DISPLAY 61 NEC 61MP1	1850
5250	CRI VCR DVCAM RECORDER SONY DSR-80	350
5252	CRI PROJECTOR LENS BARCO LD .8:1 W/ ADAPT. RING	300
5253	CRI PROJECTOR LENS BARCO QLD 4.0-7.0:1	350
5254	CRI PROJECTOR LENS BARCO QLD 5.6-12.0:1	350
5262	CRI SYMANTEC RADIO 6-PACK	0
5263	CRI LOUDSPEAKER MEYER MSL-3A	75
5264	CRI BSS DRIVE RACK	0
5265	CRI MIC SHURE BETA 87	35
5266	CRI CAMLOK 3 FEEDER SET #2 100'	0
ARA4	RADIO VISAR PROGRAMMING CPU AST ADVENTURE 4066d w-mouse	0
PR4H	RADIO PR400 HEADSETS (BOOM STYLE MIC)	12
5271	CRI DMX 512 cable 150' X 5/1 EDISON HOD	0
5272	CRI TC 2290 DIGITAL DELAY	377
5273	CRI H3000 REVERB	250
5279	CRI MOTOR HANGER BRACKET 20.5 	0
5280	CRI FLAT PANEL DISPLAY 32 PLASMA	550
5281	CRI FPD SONY PFM510A2W WITH SDI 42 PLASMA	625
5282	CRI SDI PROCESSOR DPS-575 SDI-YBR	406.25
5283	CRI FPD SONY PFM510A2W HI RES PLASMA (NO SDI)	500
5292	CRI CPU DELL OPTIPLEX 1.7GHz/P4/256/100-T	225
5293	CRI AGP GRAPHICS CARD VGA/DVI OUPUT (X2)	25
5299	CRI EXTRON SDI-AVR100 CONVERTER	100
SFLT	FLAT, LECTERN SURROUND, FOLDING Flat Black Finish	60
SFT8	FLAT, TABLE SURROUND, FOLDING 8'3 W x 42 H, Black Finish	55
SDPE	AC STAGING DROP PANEL # E (PROJECTION-FLM)	25
5310	Audio Tech Set/Show	550
5311	Video Tech Set/Show	550
6225	KAP'S JOCKEY BOX	1
5316	cri FASTFOLD TRUSS BLACK DRESS 9'X12'	170
5317	cri FASTFOLD TRUSS FRAME 9'X12'	0
5318	cri FASTFOLD TRUSS REAR SHEET 9'X12'	180
1510	DIMMER DESK MONITOR FLAT NEC LCD-1510, (Blue Fiber)	0
FDF9	FLAT, 10'6x 1'6 SCREEN SURROUND, (9x12) BLACK SIDES CMP	62.5
FDFA	FLAT, 11'X1'1.5 SCREEN SURROUND, (9X12) BLACK TOP/BOT CMP	62.5
FDFB	FLAT, 14'X3' SCREEN SURROUND, (9X12) BLACK FOOTER	25
QMMF	PATCH CORD 1/4 M - 1/8 F (TRS)	0
AHFA	HEADPHONE AMPLIFIER RANE HC6 1x6 HEADPHONE CONSOLE	35
MSR7	SPARE LAMP- VARI*LITE SPARE LAMP KIT (MSR 700 x2)	0
5347	CRI HEADPHONES STEREO SONY MDR-7506	25
5348	CRI HoloProScreen 60	1650
5354	CRI TRUSS 25' CIRCLE LDT (8 SECTIONS)	0
5361	CRI Cheeseborough FIXED 1.5 steel	0.75
5364	CRI MOTOR CONTROL CABLE 100'	0
6231	CRI DIMMER PACK ETC SENSOR 96 X 2.4K	1000
5366	CRI ELLIPSOIDAL ASCRY 6.25 DONUT	0
5367	CRI 8 PORT HUB	10
DMXS	DMX 512 SNAKE, 150' X 8 DMX w/ICOM & A/C	125
5369	CRI RGBS SWITCHER (H&V) 6 X 1 GRAPHICS SWITCHER GSW-611R	850
5370	CRI Sony DFS-300 Video Switcher, Component	425
5371	CRI RGB SPECTRUM 1700U SCAN CONVERTER	350
PR42	RADIO CASE-w-12 UHF PR400/CHRGRS/BATTS/10 MIC	300
5393	SALE-Screen Cleaner for plasmas	10
5397	CRI RGBS SCAN CONVERTER DSC-1024	300
5399	CRI VGA M-M cable 25'	4
5400	cri P2DA2, vga 1x2 DA	35
5401	CRI Light Tree package w lights	250
ALIE	ARCHITECTURAL MARTIN ALIEN 05 WASH LUMINAIRE	30
ALDU	ARCHITECTURAL MARTIN ALIEN 05 DRIVER UNIT	40
ALTR	ARCHITECTURAL MARTIN ALIEN 05 TRANSFORMER	30
COVE	LED CKI iColor Cove 12 LED STRIP	25
IMOP	LED CKI iMOPS-150 POWER SUPPLY	35
5418	CRI VARI*LITE VL-1000	0
MS4	STRIP LIGHT, L&E MINI STRIP/4'-3/2-CIRCUIT	40
TBP	FLAT PANEL MOUNT PSB-TBP TILT BACK PLATE	10
AD1	30a (3) *ADAPTOR#AD-1* (TSE MALE/L21-30 FEM)	5
5427	CRI TRUSS HANGER, 12	10
5429	CRI TRUSS TOMCAT 12 TRUSS 2'6 BLACK LDT-2.5	20
5430	CRI TRUSS TOMCAT 12 TRUSS 2'6 SILVER LDT-2.5	20
RST7	RGBS SNAKE RGBH+V (SPECIAL THIN DIAMETER) 75'	0
KEYB	COMPUTER KEYBOARD/MOUSE LOGITECH WIRELESS, CHARCOAL  	15
5436	CRI AUTOMATED HES CATALYST SYSTEM	750
XLRL	XLR 150'	0
5442	CRI PROJECTOR LENS BARCO QLD 1.5-2.0:1 ZOOM (ELM)	275
5443	CRI RGBS SWITCHER SCREEN PRO 6X1 SEAMLESS	850
5444	CRI FASTFOLD FRAME 12' X 21'3	0
5445	CRI FASTFOLD REAR SHEET 12' X 21'3	400
LDT3	TRUSS TOMCAT 12 TRUSS 2.5' SILVER LDT-2.5	20
5448	CRI PROJECTOR 5K LUMENS	900
5449	CRI FASTFOLD TRUSS DRESS SKIRT 12x16	15
5450	CRI Flat Panel Display NEC-1730	125
KVML	COMPUTER KVM 4x SWITCH KIT NTI 4AL SE-6M6M25V4AL	50
43	FLAT PANEL DISPLAY 42(16:9) PIONEER PDP-433CMX  PLASMA	350
5455	CRI AUTOMATED FIXTURE MAC 500	0
5456	CRI AUTOMATED FIXTURE MINI MAC	0
5457	CRI DIMMER CONTROLLER DATALYNX	0
5459	CRI ROPE LITE W/CONTROL, FT.	3.35
DVIT	DVI-D MONITOR CABLE (SINGLE LINK) M-M 25'	0
5463	CRI RANE MM8Z CLUB MIXER	125
5464	CRI DENON DN-9000 DUAL CD	175
5465	CRI DJ COFFIN KIT	75
5471	CRI WW MIC COMBINER	0
5472	CRI DAT RECORDER	75
7500	COMPUTER VIDEO CARD, ATI RADEON 7500 64MB VGA/DVI-I/S-VID	20
COVH	LED CKI iColor Cove 50' HARNESS	0
ALP1	ARCHITECTURAL MARTIN ALIEN 05 ML-1 POWER CABLE 10'	0
ALP2	ARCHITECTURAL MARTIN ALIEN 05 ML-1 POWER CABLE 20'	0
ALE2	ARCHITECTURAL MARTIN ALIEN 05 ETHERNET CABLE 25' (RED)	0
5479	CRI TRUSS TOMCAT 12 TRUSS 8' SILVER LDT-8	56
PPT	FLAT PANEL MOUNT PP-T TILT ADAPTER	0
FIRE	FIRE BOWL SIMULATED FLAME EFFECT (AMERICAN DJ)	25
5485	CRI 20a (1) L6-20 M/F DISTRO CABLE 10'	0
5491	CRI COMPUTER PRINTER EPSON 850	125
5492	CRI OFFICE BULLETIN BOARD	25
5493	CRI DRAPE 17'w X 10' h Black	25
5494	CRI DRAPE 10'w x 30'h Black	60
5495	CRI WENGER LEGS 32	2
5496	CRI WENGER ADA RAMP @ 32	750
5497	CRI AUTOMATED VARI*LITE VL-2416	0
5498	CRI Generator	0
P137	100a (3) BARE WIRE/ FEEDER CABLE 75' 2/5 *FLAT*	188
CBH5	APPLIED MATERIALS 50' UNDERCARPET HOD-2002	0
AD12	30a (3) *ADAPTOR#AD-12* (L21-30 MALE/L6-20 FEM)	5
5503	CRI SONY WIRELESS SYSTEM	0
WHPF	30a (3) *WHIP-F* (L21-30 FEM/BARE WIRE)	5
5505	CRI CHAIN MOTOR 1/4 TON P-500	125
PA15	PIPE (2) ALUMINUM 15'-0	7.5
5508	CRI WEBCAST HARDWARE RACK (CONTROL CPU, SERVER, ENCODER)	2150
VL10	AUTOMATED VARI*LITE VL-1000 ERS LUMINAIRE	275
6236	CRI DIMMER PACK ETC SENSOR 24 X 2.4KW	250
5526	CRI CPU DELL P4/18G/CDRW/W2K/1G	400
5527	CRI CPU DELL P42GHZ/18G/CDRW/W2K/1G	316.66
5528	CRI SONY M-5 CCU	70
5529	CRI 160' CCU 26PIN CABLE	49
5530	CRI 250' CCU 26PIN CABLE	63
5531	CRI STUDIO CONFIG (Fujinon)	70
5532	CRI 26' PIN COUPLER	21
5533	CRI Chris's Powerbook G3-400	0
KVM4	COMPUTER KVM 4x SWITCH KIT IO Gear G-CS104U (USB ONLY)	50
5537	CRI CAMERA INDUSTRIAL SONY DXC-D35	325
5538	CRI FASTFOLD FRONT SHEET 6'X18'	0
ROU4	NETWORK ROUTER, CABLE/DSL, LINKSYS BEFSR41	25
5552	CRI PIPE 18' SLEEVED	0
VL1K	SPARE LAMP- VARI*LITE SPARE LAMP KIT (VL1K x2)	0
5554	CRI 3' LEVEL see Mike N	0
5555	CRI NL4 To Bare Fanouts 25'	0
6219	CRI DIMMER DESK GRAND MA 	900
6220	CRI DIMMER DESK GRAND MA LITE	500
D110	AUDIO DELAY TOA D-1103 1 X 3	65
5582	CRI SSM YOKE	1
MCR	COMPUTER STORAGE AVB USB 2.0 MEMORY CARD READER (8-IN-1)	25
5595	CRI CAMERA LENS 62x SPORT ZOOM	585
LDT4	TRUSS TOMCAT 12 TRUSS 4' SILVER LDT-4	28
5599	CRI TRUSS TOMCAT 12 CIRCLE 15' O.D. LDT	50
EBY5	35MM CORD EBY 5 PIN 50' EXTENSION	0
LDVL	TRUSS TOMCAT 12 TRUSS VL-2000 MOUNTING PLATE	0
SDB2	DRAPE BLACK DRAPE 10'W X30'H	0
SDB3	DRAPE BLACK DRAPE 12'-8X12'-8	0
SDB7	DRAPE BLACK DRAPE 17'W X10'H	0
LA14	LADDER A FRAME 14'	18
SCC4	WOOD C-CLAMPS 4	0
CJ81	CJ CORD 8 PIN 10'	0
CJ82	CJ CORD 8 PIN 25'	0
FRE5	FOGGER 7-PIN REMOTE EXTENSION 50'	0
PA2	PIPE (2) ALUMINUM 2'-0	1.5
NET2	NETWORK CABLE RJ-45 ETHERNET 25'	0
NET5	NETWORK CABLE RJ-45 ETHERNET 50'	0
USB6	COMPUTER CABLE USB M-F 6' EXTENSION	0
5641	CRI TRUSS 20.5 MOTOR BRACKET, BRANAM	0
SDB8	DRAPE BLACK DRAPE 17'W X 7'H	0
S4E2	ELLIPSOIDAL ETC SOURCE-4 BARREL #426EDLT 6 X 12	18
S4E5	ELLIPSOIDAL ETC SOURCE-4 BARREL#450EDLT 4.5 X 6	18
S4E3	ELLIPSOIDAL ETC SOURCE-4 BARREL #436EDLT 6 X 9	18
5646	CRI COMPUTER KEYBOARD EXTENSION 3'	0
BUNG	RIGGING, 18 BUNGEE CORD FOR TRUSS SKIN, BLACK	0
L602	20a (1) L6-20 TWOFER, (2) FM to (1) M	4
S4E1	ELLIPSOIDAL ETC SOURCE-4 BARREL #419EDLT 6 X 16	18
SLMP	PROJECTOR ACSRY (BARCO SLM) L14-20 POWER CABLE	0
SUGE	General Session Equipment	0
SUGL	General Session Labor	0
SUGP	General Session Production	0
SUGD	General Session Discount	0
CBH7	APPLIED MATERIALS 75' UNDERCARPET HOD-2002	0
SUBV	Breakout Video Equipment	0
SUBA	Breakout Audio Equipment	0
SUBD	Breakout Video Equipment Discount	0
SUBL	Breakout Labor	0
SFWS	FLAT, SCENERY WORKBOX (SMALL)	0
FRX7	FASTFOLD DELUXE REAR SHEET 7.5'X10'	225
FFX7	FASTFOLD DELUXE FRAME 7.5'X10'	0
FMX7	FASTFOLD DELUXE FRONT SHEET 7.5'X10'	225
FDX7	FASTFOLD DELUXE BLACK DRESS 7.5'X10'	200
3ME	RGBS SWITCHER ENCORE VIDEO PROCESSOR 3M/E HD/SDI	1000
DVIG	DVI-D MONITOR CABLE (SINGLE LINK) M-M 15'	0
3232	RGBS MATRIX SWITCHER (H&V) 32 x 32 EXTRON CROSSPOINT 3232HV	875
5689	SALE-Duvateen 50yard bolt	487.5
SLM	PROJECTOR DATA BARCO SLM R8 DLP	1600
BNC1	BNC CABLE PATCH 10'	0
BBBD	FRESNEL 3.5 BAMBINO BARNDOOR	3
SFT7	FLAT, TABLE SURROUND, FOLDING 8'3 W x 32 H, Black Finish	55
SFT6	FLAT, TABLE SURROUND, FOLDING 6'3 W x 32 H, Black Finish	55
STP6	TABLE, 6' PLASTIC, FOLDING LEGS	6
STP8	TABLE, 8' PLASTIC, FOLDING LEGS	8
VEN2	MIXER MIDAS VENICE 240 24X4X2X2	150
BLAZ	LED CKI ColorBlaze 72 LED STRIP LIGHT (BLACK)	250
DPA6	PROJECTOR ACSRY BARCO SLM/FLM RIGGING ADAPTER PLATE	0
SEA	COLOR CHANGER OCEAN OPTICS SEACHANGER	50
SW16	NETWORK SWITCH 16/PORT 10/100, D-Link DSS-16+	35
2090	FLAT PANEL DISPLAY 20 (4:3) NEC LCD-2090UXI *BLACK*	125
NET9	NETWORK CABLE RJ-45 ETHERNET 100'	0
SDP2	DOCK PLATE, SILVER DIAMOND PLATE 48 X 60	0
LOCK	COMPUTER ACSRY LAPTOP LOCK (COMBINATION), 6.5'	2
5719	CRI 4WAY ACL BAR	0
GVG1	FLY RACK, COMPONENT 8-INPUT -W- ECHOLAB OPERA	850
FDF5	FLAT, 6' 11 X 7' 9 SCREEN SURROUND, (54 X 74) SOFT GREY	175
FDF6	FLAT, 8' 11 X 9' 4 SCREEN SURROUND, (6 X 8) SOFT BLACK	200
5730	CRI WINDOWS 2000 SERVER	0
5731	CRI SCAFFOLD 5' FRAME	0
5732	CRI SCAFFOLD 5' DECK	0
5733	CRI SCAFFOLD WHEEL	0
5734	CRI SCAFFOLD X BAR	0
5735	CRI SONY PD-150 MINI DV CAMCORDER	150
5736	CRI PORTA BRACE CAMERA CASE	25
5737	CRI SUN GUN, (ENG CAMERA LIGHT)	25
5738	CRI DRAPE BLACK 8'X12'	10
5739	SALE-TAPE MINI DVCAM PRO 40 minute loads	29.6
LDTF	TRUSS TOMCAT 12 TRUSS 15' SILVER LDT-15	105
MDT5	TRUSS TOMCAT 20.5 TRUSS 5' SILVER MDT-5	45
5754	CRI CELLULAR PHONE/RADIO	75
5755	CRI CELLULAR AIRTIME	1.25
DELL	CPU DELL CORE 2 DUO@2.66gz/DVD+-RW/#140-157/XPP/160g/3gm	175
5757	CRI Flat Panel Display-Pioneer PDP-433	750
5758	CRI STANCHIONS, CHROME RETRACTABLE	32.5
5763	CRI TRUSS TOMCAT 72' OD CIRCLE	0
5767	CRI TRUSS TOMCAT 12 LINEAR TRUSS, 20' BLACK	0
5765	SALE-GOBO PATTERN, ORIGINAL GLASS	285
DCUE	CABLE UNDERCARPET ENDS PROTECTOR BOX-FOR XLR/VGA/RGBS	0
5769	CRI SCREEN TRIPOD (4') 48X48	20
S4ZM	ELLIPSOIDAL ETC SOURCE-4 #42550, 25-50¡ Zoom-W-C/F/S	32
5774	CRI FLAT PANEL MOUNT DUAL POST STAND	100
LEDP	LED AVR LEDION LED PANEL (11.8 x 11.8)	45
LEDD	LED AVR LEDION DRIVER BOX LMD/04	40
LEDC	LED AVR LEDION RJ11/6 CABLE 15'	0
5779	CRI SCISSOR LIFY 30'	300
5780	CRI SCISSOR LIFT 30'	300
5782	CRI 60a Camlok-Russell Stoll Adapter	0
5783	CRI TIMER D'SAN PRO-1000	45
5788	CRI Camera Ikegami DV7 package	800
5790	CRI SPARE EAR BUDS	0
5791	CRI MEGA CLAW BLACK	0
DCCS	DIMMER CONTROL CARD SPARE-ETC Sensor MPE AARON	0
VGB2	VGA B/O 15HD M TO RGBH&V F (2')  	0
AIRX	NETWORK ROUTER, AIRPORT EXTREME BASE STATION	35
5800	CRI PIPE (1.5) 15' SLEEVED	4
5801	CRI GUITAR OVATION ACOUS/ELEC	75
5802	CRI GUITAR STAND	0
5803	CRI KEYBOARD KURZWEIL PC-88	75
5804	CRI KEYBOARD STAND	0
5805	CRI KEYBOARD STOOL	0
DVIS	DVI-D MONITOR CABLE (SINGLE LINK) M-M 6'	0
5810	CRI TRUSS CIRCLE SECTIONS	200
5811	CRI LECTERN, LUCITE -- IN FLIGHT CASE	180
5812	CRI Drafting Stool	0
5813	CRI Step unit, 6x3' for 1' stage	15
160	INTERFACE EXTRON 160xi/VGA-UXGA	50
5816	CRI 2 CAM RECORDING PACKAGE	0
5817	CRI PROJECTOR LENS, SLM R8 2.8-5:1	0
5827	CRI 1/8 Phono to LEMO	0
5828	CRI FASTFOLD TRUSS REAR SHEET 7.5 X 10	0
5830	CRI - Dynascan DS0616 Display	3000
5831	CRI - Dynascan DS1508 Display	4000
5832	CRI FLAT PANEL 30 LCD, NEC LCD3000	400
5836	CRI BARCO I10, 10mm LED Wall Panels	200
5839	CRI FLAT PANEL DISPLAY 15 (4:3) TOUCH PANEL	250
COMB	DIMMER ACSRY DMX COMBINER 2 X 1 FLEENOR 221E 5-PIN Only	35
5841	CRI FLAT PANEL DISPLAY 18 (4:3) TOUCH PANEL	340
1860	FLAT PANEL DISPLAY 18(4:3)*BLACK MT* NEC LCD1860NX/TOUCHSCR	150
FBWB	FLOOR BASE, WOOD BAFFLE-BLACK For UpLight Dressing	2
5846	CRI SNOW MACHINE, LITTLE BLIZZARD	145
CB1W	LED CKI ColorBlast 12 LED WASH LIGHT (WHITE)	80
PDS1	LED CKI PDS-150e POWER SUPPLY	45
ZAPI	LED CKI ZAPI 1.5 ADDRESS PROGRAMMER	0
5852	CRI GAM FILM FX MACHINE	45
5874	CRI - LIGHT BAR PETE'S BAR	10
5875	CRI FASTFOLD FRONT SHEET 15' X 20'	225
5876	CRI FASTFOLD BLACK DRESS 15' X 20'	175
ME36	MIC SENNHEISER ME 36 (PAIR)	70
5879	CRI AUTOMATED HES STUDIO SPOT	0
S4TH	ELLIPSOIDAL ETC SOURCE-4 1/2 TOPHAT BLACK	3
PAHT	PAR SOURCE-4 1/2 TOPHAT BLACK	3
MDCH	TRUSS TOMCAT ACSRY CABLE HANGER SILVER	1
5888	CRI Friendly Way Computer Kiosk	440
5893	CRI DIMMER DESK EXPANSION WING, WHOLE HOG II	0
5894	CRI OFFICE CHAIR W/WHEELS & ARMS	0
5895	CRI DIMMER DESK ML ENCODER, EXPRESSION 2X	50
5903	CRI FRIENDLY WAY KIOSK	440
5904	CRI DATATON TOUCHDOWN	250
5905	CRI AC LIGHTING DISTRO RACK	0
5907	CRI VMS 100 Image Shaper	425
5908	CRI PATTERN HOLDER SOURCE 4 A	1
5911	CRI Sony CDP520GS On Desk	0
5912	CRI Sony 300SF 	0
5913	CRI NEC P1150	0
5914	CRI TRUSS TTR TRIANGLE 8' BLACK	40
5915	CRI PAR 46 PRO CAN (BLACK) -W-C/F/S	5
5917	CRI FOLLOWSPOT LYCIAN SUPER ARC 400	100
CNTA	NUANCE TRADESHOW AUDIO KIT (PINK FIBER)	0
SCC5	WOOD C-CLAMPS 6	0
M2D	LOUDSPEAKER MEYER M2D	180
650P	LOUDSPEAKER MEYER 650-P HIGH POWER SUBWOOFER	125
M2DR	LOUDSPEAKER ACSRY MEYER M2D RIGGING GRID	0
VEAM	SPEAKER CABLE VEAM 100' (M2D, M'ELODIE)	0
VEAN	SPEAKER CABLE VEAM 70' (M2D, M'ELODIE)	0
R280	RSG AUDIO RACK #280-283 (MEYER M2D, M'ELODIE VEAM)	0
R290	RSG AUDIO RACK #290 (MEYER M2D, M'ELODIE CONTROL)	0
5932	CRI 150 Diag. Rigid Rear Screen	800
5933	CRI PROJECTOR, 3K LUMENS	360
5935	SALE-PAINT PEN, WHITE	1.5
5936	CRI TRUSS TOMCAT TRUSS CIRCLE 25'	400
5937	CRI VISTA MONTAGE VIDEO CONTROL SYSTEM	8500
5938	CRI VIDEO MEDIA SERVER EX-1	350
5939	CRI VIDEO SCREEN SHAPER VMS-100	450
5942	CRI TRUSS LADDER TRUSS 12 X 20' BLK	40
5944	CRI Computer Sony Vaio GRT250 laptop, 1 Gig of Ram	235
5946	CRI FLAT PANEL LCD 30	400
HBDQ	MOTOR, RIGGING HARDWARE BOX DUAL (1/4 TON)	20
SSPZ	AC STAGING SERVICE PANEL #Z (CAMLOK TO 12ct 30a 3¿)	150
5949	CRI DMX TERMINATOR 5-PIN	0
5950	CRI APPLE 23 STUDIO DISPLAY	100
5954	CRI VARI*LITE VL-3000 SPOT	0
5955	CRI TRUSS CUSTOM CORNER BLOCK 12 x 15	45
SDBY	DRAPE BLACK COMMANDO 20'W X30'H	110
5957	CRI MOTOR, CHAIN 1/4 TON P-500 PROSTAR	150
5958	CRI VARI*LITE S-200 CABLE PACKAGE	0
5959	CRI ARCHITECTURAL CK ColorBlast 12 LED FIXTURE	0
5960	CRI ARCHITECTURAL CK ColorBlast Power Supply	0
5961	CRI FLAT PANEL MOUNT 72	100
5962	CRI AUDIO SNAKE 24 SEND X 300'	100
5963	CRI AUDIO DELAY 2 X 4	75
5964	CRI CAMERA LENS 50X9.5 FUJI 	350
5965	CRI GVG 100 CV SWITCHER PACKAGE	350
5966	CRI ENG RACK	50
